A1_0,A1_1,A4_0,A4_1,A5_0,A5_1,A6_0,A6_1,A6_2,A6_3,A7_0,A7_1,A7_2,A7_3,A9_0,A9_1,A10_0,A10_1,A12_0,A12_1,A13_0,A13_1,A2,A3,A8,A11,A14,A15,Class
1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,-0.49089263692739515,1.3442305164337167,-0.3118830251957776,-0.5040186939779314,-0.5967838039958249,-0.10092120664930224,0
1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,-0.5552940521010371,-0.38793666094811646,-0.21626620179572573,-0.5040186939779314,0.9492901144051998,-0.19312477497136735,0
0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,-0.6789447692344297,-0.12354481611185143,-0.27251139203105035,-0.5040186939779314,0.11678877372772499,-0.19312477497136735,0
0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,-0.3620898065801112,-0.11072581757433556,-0.3146952847075438,-0.5040186939779314,0.5925038255434248,-0.15426211394305891,0
0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,-0.18498591485259572,-0.20366355697132568,-0.24438879691338805,-0.5040186939779314,0.3546462996355749,-0.1929342717310325,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,-0.5874947596878581,-0.24820957688919335,-0.3146952847075438,-0.5040186939779314,-0.5967838039958249,-0.19312477497136735,0
1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,-1.6192054307696027,-0.3510820401527583,-0.3146952847075438,-0.30259629057059406,-0.4302835358603299,-0.1744554574185525,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,-0.22813486301893585,3.654855002820954,-0.24438879691338805,-0.1011738871632567,-1.0724988558115247,0.8645492153676935,0
0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,-0.5932908870534859,-0.38793666094811646,-0.21626620179572573,-0.30259629057059406,-0.3589262780879749,-0.1929342717310325,0
0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,-1.535483591043868,-0.37255386270309737,-0.3118830251957776,-0.30259629057059406,0.9492901144051998,0.3408558076872039,0
0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,-0.5127891180864333,-0.25814430075576816,-0.21626620179572573,-0.30259629057059406,0.11678877372772499,-0.1929342717310325,0
1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,-0.3247369857793988,-0.33505829198086345,-0.33227190665608275,-0.5040186939779314,-0.12106875218012497,-0.19312477497136735,0
0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,-1.7106554403161742,-0.3671057883246531,-0.32875658226637494,-0.5040186939779314,0.8303613514512749,-0.19312477497136735,0
1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,-0.5501419388871458,-0.38793666094811646,-0.33156884177814117,-0.30259629057059406,-0.3589262780879749,-0.1929342717310325,0
0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,-0.08838379209213275,-0.37383576255684897,-0.21626620179572573,-0.30259629057059406,0.5449323203618549,-0.10854133626269605,0
0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0.576882826651589,0.38280562612002583,-0.24438879691338805,-0.1011738871632567,0.23571753668164996,-0.1929342717310325,0
1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,-0.6898930098139489,-0.28378229783079995,-0.33227190665608275,-0.30259629057059406,-0.12106875218012497,-0.16912136668917685,0
1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0.33022540653654014,0.6103428501609327,-0.11854018376184923,-0.1011738871632567,0.11678877372772499,-0.19236276201002797,0
0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,2.7291781217547038,-0.38825713591155436,-0.3294596471443165,-0.30259629057059406,-0.6562481854727874,-0.19198175552935828,0
0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0.3946268217101821,-0.383129536496548,-0.20923555301631017,-0.1011738871632567,3.2089366105297747,-0.19312477497136735,0
0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,-0.6737926560205384,-0.3030107956370737,0.1352662371750531,-0.30259629057059406,-0.5967838039958249,-0.1891242069243356,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,-0.2976883914064692,3.4946175211020054,2.012449461279012,-0.1011738871632567,-0.0021399892261999894,-0.1601677143934391,0
1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1.9827657198921933,-0.3905004606556196,-0.2865726895898815,-0.30259629057059406,-1.0724988558115247,-0.19121974256801888,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.5501419388871458,-0.3382630416152424,-0.3146952847075438,-0.5040186939779314,0.5925038255434248,-0.19312477497136735,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.21718662243941672,-0.3908209356190575,-0.32875658226637494,-0.5040186939779314,0.5925038255434248,-0.19312477497136735,0
1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,-0.7001972362417316,0.5302241093014585,-0.27251139203105035,-0.5040186939779314,-0.3589262780879749,-0.19312477497136735,0
1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,-0.13153274025847286,3.988148964796367,-0.3217259334869594,-0.5040186939779314,0.5925038255434248,-0.1929342717310325,0
0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1.4141012239089346,8.048566751554521,-0.33227190665608275,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,0
0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,-1.5741244401480532,-0.3030107956370737,-0.30063398714871264,-0.5040186939779314,-0.12106875218012497,-0.18836219396299622,0
0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,-0.5288894718798439,-0.06137267320489941,-0.04049998231033633,-0.5040186939779314,-0.5967838039958249,-0.19312477497136735,0
0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0.06167150526245307,-0.3498001402990067,-0.3146952847075438,-0.5040186939779314,-0.23999751513404993,-0.19312477497136735,0
1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0.319277165957021,-0.3901799856921817,-0.33227190665608275,-0.5040186939779314,-0.12106875218012497,-0.18931471016467044,0
1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,-0.12638062704458153,-0.37672003722779007,-0.33156884177814117,-0.5040186939779314,1.0682188773591248,-0.19198175552935828,0
0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,-1.71323149692312,-0.33505829198086345,1.3093845833374542,-0.5040186939779314,-0.4064977832695449,-0.19198175552935828,0
1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,-0.6737926560205384,-0.38441143635029956,-0.24438879691338805,-0.5040186939779314,0.11678877372772499,-0.1929342717310325,0
1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,-0.5288894718798439,-0.38793666094811646,-0.04049998231033633,-0.5040186939779314,-0.5967838039958249,-0.18512363887730385,0
0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,-0.6789447692344297,-0.3911414105824954,-0.3146952847075438,-0.5040186939779314,-0.7157125669497498,-0.19312477497136735,0
0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,-1.7106554403161742,-0.3671057883246531,-0.32875658226637494,-0.5040186939779314,0.8303613514512749,-0.19312477497136735,0
0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,-0.3620898065801112,-0.383129536496548,-0.3146952847075438,-0.5040186939779314,0.5925038255434248,-0.15426211394305891,0
0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,-1.6127652892522384,-0.38409096138686166,-0.33227190665608275,-0.5040186939779314,1.6033983106517873,18.85719925851316,1
0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,-0.49089263692739515,-0.3911414105824954,-0.33227190665608275,-0.5040186939779314,1.9007202180365996,-0.1929342717310325,1
0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0.6412842418252309,-0.3510820401527583,-0.3217259334869594,-0.5040186939779314,0.30707479445400493,-0.17159790881352982,1
0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,-0.35693769336621983,-0.38633428613092696,-0.3217259334869594,-0.5040186939779314,-0.18053313365708745,-0.19160074904868857,1
1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.5610901794666648,-0.27096329929328405,-0.3252412578766672,-0.5040186939779314,0.7114325884973499,-0.19312477497136735,1
1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0.4429278830904136,-0.27096329929328405,-0.06862257742799863,-0.5040186939779314,0.7114325884973499,-0.18474263239663416,1
0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1.4031529833294156,-0.3254440430777265,-0.3146952847075438,1.7116277435027794,1.1871476403130499,0.3273300776234299,1
0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0.4429278830904136,-0.3510820401527583,0.4867986761458319,-0.5040186939779314,-0.3589262780879749,-0.19312477497136735,0
1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,-1.535483591043868,-0.04342607525237718,-0.33156884177814117,-0.5040186939779314,0.5925038255434248,-0.19064823284701435,0
0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.21752292998266665,-0.04342607525237718,-0.3294596471443165,-0.5040186939779314,-0.06160437070316248,-0.15902469495143004,0
0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0.5176335246918383,-0.383129536496548,-0.33016271202225805,-0.5040186939779314,0.11678877372772499,-0.19312477497136735,0
1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0.415879288717484,-0.383129536496548,-0.3146952847075438,-0.5040186939779314,-1.0724988558115247,-0.19274376849069766,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.46933246331160683,-0.383129536496548,-0.33156884177814117,-0.5040186939779314,1.6628626921287497,-0.19007672312600982,0
1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,-0.09933203267165189,-0.3510820401527583,-0.33156884177814117,-0.5040186939779314,-0.0021399892261999894,0.009189666264238323,0
0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0.5124814114779469,-0.383129536496548,-0.32875658226637494,-0.5040186939779314,0.9968616195867698,-0.19312477497136735,0
0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0.056519392048561705,-0.3671057883246531,-0.21626620179572573,-0.5040186939779314,0.23571753668164996,-0.1453084616473212,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1.322651214362363,-0.3703105379590321,-0.33156884177814117,-0.5040186939779314,-1.0724988558115247,-0.14969003617502263,0
1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0.5176335246918383,-0.3510820401527583,-0.32875658226637494,-0.5040186939779314,-0.12106875218012497,-0.19312477497136735,0
1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0.415879288717484,-0.3901799856921817,-0.33086577690019964,-0.5040186939779314,-0.0021399892261999894,-0.19312477497136735,0
0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,-1.7074353695574922,-0.3901799856921817,-0.2795420408104659,-0.5040186939779314,0.7114325884973499,-0.18036105786893272,0
1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.7913395391798167,-0.3898595107287438,-0.33016271202225805,-0.5040186939779314,1.7817914550826746,-0.19312477497136735,0
0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1.0276927328670828,0.9179988150613138,-0.3294596471443165,-0.5040186939779314,-0.4302835358603299,-0.17407445093788282,0
0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0.008218330668330222,-0.3190345438089686,-0.32875658226637494,-0.5040186939779314,2.7332215587140745,0.5688881863680136,0
0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0.44807999630430495,-0.3030107956370737,-0.33227190665608275,-0.5040186939779314,-0.0021399892261999894,-0.19312477497136735,0
0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0.781035312752034,-0.33505829198086345,-0.32875658226637494,-0.5040186939779314,0.7114325884973499,-0.19274376849069766,0
0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,2.3157210363399225,-0.38889808583843016,-0.33227190665608275,-0.5040186939779314,-1.0724988558115247,-0.1908387360873492,0
0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,-0.0027299099111889147,-0.37672003722779007,-0.3146952847075438,-0.5040186939779314,0.11678877372772499,0.03738414583379542,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,2.3530738571406347,-0.37383576255684897,0.07902104693972847,0.10024851624408064,-0.0021399892261999894,-0.19312477497136735,0
0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0.06682361847634442,-0.38633428613092696,-0.17408230911923228,-0.30259629057059406,-0.4778550410418999,-0.19255326525036282,0
1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,-0.040082730711901264,-0.3905004606556196,-0.33227190665608275,-0.5040186939779314,0.5687180729526399,-0.1929342717310325,0
0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,-0.2976883914064692,-0.20366355697132568,-0.33227190665608275,-0.5040186939779314,-0.4778550410418999,-0.19312477497136735,0
0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,-1.5805645816654175,-0.35428678978713724,-0.3217259334869594,-0.5040186939779314,-1.0724988558115247,0.5688881863680136,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0.254875750783379,0.11681140646657132,0.07902104693972847,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,0
0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0.6361321286113395,-0.3905004606556196,-0.3146952847075438,-0.5040186939779314,0.2416639748293462,-0.19312477497136735,0
1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,-1.715163539378329,-0.3382630416152424,-0.33156884177814117,-0.1011738871632567,0.8303613514512749,-0.1929342717310325,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0.9259384968927284,0.036692665607097066,-0.21626620179572573,-0.5040186939779314,-0.07349724699855498,-0.19312477497136735,0
1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,-1.59988500621751,-0.3382630416152424,-0.3294596471443165,-0.5040186939779314,1.1871476403130499,-0.19312477497136735,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.3624261141233611,-0.3901799856921817,-0.21626620179572573,-0.5040186939779314,-0.3589262780879749,-0.19312477497136735,0
1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0.6412842418252309,-0.24019770280324593,-0.33227190665608275,-0.5040186939779314,-0.12106875218012497,-0.19312477497136735,0
1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0.222675043196558,-0.37351528759341107,-0.2936033383692971,-0.5040186939779314,-0.4778550410418999,-0.19312477497136735,0
0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,-0.23908310359845497,-0.383129536496548,-0.27251139203105035,-0.5040186939779314,-0.4778550410418999,0.6085128603576615,0
0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0.0024222033027024438,-0.37383576255684897,-0.33227190665608275,-0.5040186939779314,-0.4778550410418999,-0.19312477497136735,0
0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,-0.6357958210680896,-0.28378229783079995,-0.3118830251957776,-0.5040186939779314,0.11678877372772499,-0.19312477497136735,0
0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,-0.15278520726577474,-0.3905004606556196,-0.21626620179572573,-0.1011738871632567,0.8303613514512749,0.0545294374639315,0
0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1.032844846080974,-0.3510820401527583,9.422753274783028,-0.30259629057059406,1.0206473721775549,-0.17178841205386466,0
1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,-0.26033557060575685,1.5845867390121395,-0.21626620179572573,-0.5040186939779314,0.23571753668164996,-0.0026215346365220825,0
0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0.813236020338855,-0.33634019183461505,-0.21626620179572573,-0.5040186939779314,1.3060764032669747,-0.19312477497136735,0
1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,-0.206882396011634,-0.35428678978713724,-0.33016271202225805,-0.5040186939779314,-0.9535700928575997,-0.19007672312600982,0
0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,-0.3459894527867007,-0.3671057883246531,-0.2795420408104659,-0.5040186939779314,-0.2875690203156199,-0.19274376849069766,0
0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,-1.70421529879881,-0.383129536496548,-0.32735045251049183,-0.5040186939779314,0.5925038255434248,-0.19312477497136735,0
0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,-0.029778504284118545,-0.38697523605780276,-0.33227190665608275,-0.5040186939779314,-0.23999751513404993,0.018333821800310898,0
1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,-1.696487128977973,1.0782362967802623,-0.33156884177814117,-0.5040186939779314,0.3546462996355749,-0.19312477497136735,0
0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,-0.03493061749800991,-0.3417882662130593,-0.24438879691338805,-0.5040186939779314,-0.4778550410418999,-0.19312477497136735,0
1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.38398628773914945,-0.3895390357653059,-0.33156884177814117,-0.5040186939779314,0.47357506258949994,-0.19312477497136735,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0.12092080722220369,-0.34467254088400034,-0.24438879691338805,-0.5040186939779314,-1.0724988558115247,-0.1386408482356016,0
0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.39429051416693217,-0.12354481611185143,-0.33086577690019964,-0.5040186939779314,0.3546462996355749,-0.19312477497136735,0
0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0.4912289444706451,0.036692665607097066,-0.24438879691338805,-0.5040186939779314,1.5439339291748246,0.6641398065354364,0
0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0.4371317557247858,-0.383129536496548,-0.3294596471443165,-0.5040186939779314,1.4250051662208998,-0.19312477497136735,0
0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1.0547413272400123,-0.3895390357653059,-0.17408230911923228,-0.5040186939779314,-0.2340510769863537,-0.19312477497136735,0
1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,-0.2654876838196482,-0.38889808583843016,-0.21626620179572573,-0.5040186939779314,-0.12106875218012497,-0.19312477497136735,0
1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,-0.1585813346314025,-0.383129536496548,-0.30063398714871264,-0.5040186939779314,0.11678877372772499,-0.10625529737867791,0
1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1.9344646585119618,-0.2549395511213892,-0.32875658226637494,-0.5040186939779314,-1.0724988558115247,-0.19236276201002797,0
0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,-0.303484518772097,-0.023877102482665467,0.782085924881286,-0.5040186939779314,-0.4778550410418999,0.03776515231446511,0
0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,-1.7035712846470736,-0.37351528759341107,-0.3217259334869594,-0.5040186939779314,-0.7157125669497498,-0.19312477497136735,0
0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,-0.271283811185276,-0.38633428613092696,-0.2943064032472386,-0.5040186939779314,-0.3589262780879749,-0.18036105786893272,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.3620898065801112,-0.3911414105824954,-0.32875658226637494,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,0
0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,-0.007882023125080273,4.282985931159232,-0.33227190665608275,-0.5040186939779314,-0.014032865521592486,-0.19312477497136735,0
0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,-0.2493873300262377,-0.38569333620405116,-0.27251139203105035,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,0
0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,-0.7484982976219631,-0.38889808583843016,-0.33156884177814117,-0.5040186939779314,2.4953640328062243,-0.19312477497136735,0
0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0.8454367279256759,-0.3895390357653059,-0.31750754421931005,-0.5040186939779314,2.198042125421412,-0.19312477497136735,0
0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0.04041903825515121,-0.3510820401527583,-0.3146952847075438,-0.5040186939779314,3.2089366105297747,-0.19312477497136735,0
0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,-0.13153274025847286,-0.37383576255684897,-0.33156884177814117,-0.5040186939779314,-0.3589262780879749,-0.1929342717310325,0
0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0.9259384968927284,-0.3510820401527583,-0.3146952847075438,-0.5040186939779314,-1.0724988558115247,-0.1559766431060725,0
1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.4049310481379648,0.12963040500408718,-0.2943064032472386,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,0
0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0.1956264488236284,-0.3257645180411644,-0.3294596471443165,-0.5040186939779314,-0.31135477290640495,-0.1929342717310325,0
1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,-0.206882396011634,-0.20366355697132568,-0.24438879691338805,-0.5040186939779314,-0.3589262780879749,-0.17655099306223582,0
0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,-0.040082730711901264,-0.3510820401527583,-0.24438879691338805,-0.5040186939779314,-1.0724988558115247,-0.18988621988567497,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,-1.7055033271022828,0.2770488881855198,-0.27251139203105035,-0.5040186939779314,0.7114325884973499,-0.19312477497136735,0
0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,-0.3891384009530408,1.2384737784992108,-0.3118830251957776,-0.5040186939779314,-0.23999751513404993,-0.15807217874975582,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.13702116101561418,-0.27096329929328405,-0.3118830251957776,-0.5040186939779314,0.23571753668164996,-0.166454321324489,0
1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1.6182537100093797,-0.3703105379590321,1.8366832417936227,-0.5040186939779314,-0.6384088710296986,-0.19312477497136735,0
1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,-0.2654876838196482,-0.28378229783079995,-0.2795420408104659,-0.5040186939779314,-0.12106875218012497,-0.19312477497136735,0
0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,-1.7035712846470736,1.2384737784992108,0.43055348591050724,-0.5040186939779314,1.7817914550826746,-0.19312477497136735,0
1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,-1.2778779303493002,-0.389218560801868,-0.33227190665608275,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,0
1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,-0.4644880567062019,-0.17802555989629393,-0.33156884177814117,-0.30259629057059406,10.820377439580973,-0.19274376849069766,0
0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,-1.715163539378329,0.6103428501609327,-0.27251139203105035,-0.30259629057059406,-1.0724988558115247,-0.19198175552935828,0
0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,-0.6254915946403069,-0.383129536496548,-0.09674517254566094,0.30167091965141796,-0.12106875218012497,-0.19160074904868857,0
0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0.2870764583702,0.5174051107639426,-0.33227190665608275,0.5030933230587553,-0.025925741816984985,-0.16531130188247994,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,-0.10448414588554325,-0.3901799856921817,-0.24438879691338805,-0.30259629057059406,-1.0724988558115247,-0.18893370368400075,0
1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,-0.2654876838196482,-0.3658238884709016,-0.27251139203105035,-0.5040186939779314,-0.21621176254326493,-0.19312477497136735,0
0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0.8879416619402797,-0.38633428613092696,-0.33227190665608275,-0.5040186939779314,0.7114325884973499,-0.19312477497136735,0
0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,-0.2925362781925778,-0.37639956226435217,-0.24438879691338805,-0.5040186939779314,0.5925038255434248,-0.18264709675295085,0
1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,-0.2925362781925778,-0.3510820401527583,-0.10377582132507651,-0.5040186939779314,0.5925038255434248,-0.19312477497136735,0
